sex,province,feelings_life,education,political_pref,religion_participation,age,income_family
Female,Ontario,Not very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Green Party (Greens),At least once a week,54,"$125,000 and more"
Female,British Columbia,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),At least once a year,67,"$25,000 to $49,999"
Female,British Columbia,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,43,"$50,000 to $74,999"
Male,British Columbia,Fairly satisfied,"University certificate, diploma or degree above the bach...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a week,41,"$125,000 and more"
Female,British Columbia,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a week,48,"$100,000 to $ 124,999"
Male,British Columbia,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a week,55,"$125,000 and more"
Female,British Columbia,Very satisfied,"University certificate, diploma or degree above the bach...",Liberal (Grits),At least once a year,52,"$$75,000 to $99,999"
Male,British Columbia,Not very satisfied,"University certificate, diploma or degree above the bach...",Green Party (Greens),At least once a year,67,"$100,000 to $ 124,999"
Male,British Columbia,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Green Party (Greens),At least once a year,58,"$100,000 to $ 124,999"
Male,British Columbia,Fairly satisfied,High school diploma or a high school equivalency certificate,Liberal (Grits),Not at all,41,"$$75,000 to $99,999"
Female,British Columbia,Not very satisfied,Less than high school diploma or its equivalent,Green Party (Greens),Not at all,46,"$$75,000 to $99,999"
Male,British Columbia,Very satisfied,High school diploma or a high school equivalency certificate,Green Party (Greens),Not at all,50,"$125,000 and more"
Male,British Columbia,Fairly satisfied,"University certificate, diploma or degree above the bach...",Liberal (Grits),At least once a year,74,"$$75,000 to $99,999"
Female,British Columbia,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,43,"$125,000 and more"
Female,British Columbia,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Green Party (Greens),At least once a year,43,"$$75,000 to $99,999"
Female,Manitoba,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a week,50,"$$75,000 to $99,999"
Male,Manitoba,Fairly satisfied,Less than high school diploma or its equivalent,Green Party (Greens),Not at all,58,"$125,000 and more"
Female,Manitoba,Not very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,66,"$$75,000 to $99,999"
Male,Manitoba,Fairly satisfied,High school diploma or a high school equivalency certificate,"Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a week,48,"$50,000 to $74,999"
Male,Manitoba,Not satisfied at all,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,65,"$25,000 to $49,999"
Female,Manitoba,Not very satisfied,"University certificate, diploma or degree above the bach...",Green Party (Greens),At least once a week,59,"$50,000 to $74,999"
Male,Manitoba,Not satisfied at all,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a week,39,"$$75,000 to $99,999"
Male,Manitoba,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,60,"$50,000 to $74,999"
Male,Manitoba,Not very satisfied,High school diploma or a high school equivalency certificate,Liberal (Grits),Not at all,56,"$125,000 and more"
Male,Saskatchewan,Not satisfied at all,High school diploma or a high school equivalency certificate,"Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,61,"$125,000 and more"
Female,New Brunswick,Very satisfied,High school diploma or a high school equivalency certificate,"Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a week,57,"Less than $25,000"
Male,New Brunswick,Fairly satisfied,High school diploma or a high school equivalency certificate,"Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,68,"$50,000 to $74,999"
Male,New Brunswick,Fairly satisfied,High school diploma or a high school equivalency certificate,"Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a week,76,"$50,000 to $74,999"
Male,New Brunswick,Not very satisfied,High school diploma or a high school equivalency certificate,"Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,56,"$25,000 to $49,999"
Female,Newfoundland and Labrador,Fairly satisfied,Less than high school diploma or its equivalent,Liberal (Grits),At least once a year,56,"Less than $25,000"
Female,Newfoundland and Labrador,Fairly satisfied,"University certificate, diploma or degree above the bach...",Liberal (Grits),At least once a year,34,"$125,000 and more"
Male,Newfoundland and Labrador,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),At least once a year,54,"$125,000 and more"
Female,Newfoundland and Labrador,Fairly satisfied,"University certificate, diploma or degree above the bach...",Liberal (Grits),At least once a year,53,"$125,000 and more"
Female,Newfoundland and Labrador,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,44,"$50,000 to $74,999"
Female,Newfoundland and Labrador,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","(3) NDP (New Democratic Party, New Democrats, NDPers)",At least once a year,42,"$$75,000 to $99,999"
Male,Newfoundland and Labrador,Fairly satisfied,University certificate or diploma below the bachelor's level,"Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a month,56,"$125,000 and more"
Female,Newfoundland and Labrador,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),At least once a week,46,"$100,000 to $ 124,999"
Female,Nova Scotia,Fairly satisfied,University certificate or diploma below the bachelor's level,Liberal (Grits),At least once a month,66,"$50,000 to $74,999"
Female,Nova Scotia,Fairly satisfied,"University certificate, diploma or degree above the bach...","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,52,"$125,000 and more"
Female,Nova Scotia,Fairly satisfied,"University certificate, diploma or degree above the bach...",Liberal (Grits),Not at all,44,"$125,000 and more"
Male,Nova Scotia,Fairly satisfied,"University certificate, diploma or degree above the bach...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,59,"$125,000 and more"
Female,Nova Scotia,Not very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,56,"$50,000 to $74,999"
Male,Nova Scotia,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a year,49,"$25,000 to $49,999"
Male,Nova Scotia,Fairly satisfied,Less than high school diploma or its equivalent,"(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,50,"$50,000 to $74,999"
Male,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Green Party (Greens),At least once a year,46,"$$75,000 to $99,999"
Male,Ontario,Fairly satisfied,"University certificate, diploma or degree above the bach...",Green Party (Greens),Not at all,57,"Less than $25,000"
Male,Ontario,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),At least once a year,52,"$25,000 to $49,999"
Female,Ontario,Not very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","(3) NDP (New Democratic Party, New Democrats, NDPers)",At least once a week,58,"$$75,000 to $99,999"
Male,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a month,47,"$125,000 and more"
Female,Ontario,Not very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Will spoil ballet,Not at all,50,"$100,000 to $ 124,999"
Female,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Green Party (Greens),At least once a year,39,"$125,000 and more"
Male,Ontario,Fairly satisfied,"University certificate, diploma or degree above the bach...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a week,50,"$$75,000 to $99,999"
Male,Ontario,Fairly satisfied,"University certificate, diploma or degree above the bach...","(3) NDP (New Democratic Party, New Democrats, NDPers)",At least once a week,49,"$125,000 and more"
Male,Ontario,Not very satisfied,"University certificate, diploma or degree above the bach...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,69,"$50,000 to $74,999"
Female,Ontario,Not very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,58,"$50,000 to $74,999"
Male,Ontario,Fairly satisfied,University certificate or diploma below the bachelor's level,"Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,65,"$50,000 to $74,999"
Female,Ontario,Very satisfied,"University certificate, diploma or degree above the bach...",Green Party (Greens),At least once a year,53,"$125,000 and more"
Female,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a week,64,"$100,000 to $ 124,999"
Male,Ontario,Very satisfied,High school diploma or a high school equivalency certificate,"Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,64,"$125,000 and more"
Male,Ontario,Very satisfied,High school diploma or a high school equivalency certificate,Liberal (Grits),Not at all,66,"$50,000 to $74,999"
Female,Ontario,Very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),At least once a year,45,"$50,000 to $74,999"
Male,Ontario,Fairly satisfied,"University certificate, diploma or degree above the bach...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,54,"$125,000 and more"
Female,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Green Party (Greens),Not at all,37,"$$75,000 to $99,999"
Male,Ontario,Fairly satisfied,University certificate or diploma below the bachelor's level,Liberal (Grits),At least once a month,51,"$125,000 and more"
Male,Ontario,Fairly satisfied,University certificate or diploma below the bachelor's level,"(3) NDP (New Democratic Party, New Democrats, NDPers)",At least once a month,21,"$125,000 and more"
Female,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a month,60,"$125,000 and more"
Female,Prince Edward Island,Fairly satisfied,High school diploma or a high school equivalency certificate,"Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a month,58,"$25,000 to $49,999"
Male,Prince Edward Island,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,58,"$125,000 and more"
Female,Prince Edward Island,Fairly satisfied,"University certificate, diploma or degree above the bach...",Green Party (Greens),Not at all,49,"$125,000 and more"
Female,Quebec,Not very satisfied,"University certificate, diploma or degree above the bach...","Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",At least once a year,60,"$50,000 to $74,999"
Male,Quebec,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,62,"$25,000 to $49,999"
Male,Quebec,Fairly satisfied,"University certificate, diploma or degree above the bach...","Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",Not at all,53,"$100,000 to $ 124,999"
Female,Quebec,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","(3) NDP (New Democratic Party, New Democrats, NDPers)",At least once a year,37,"$$75,000 to $99,999"
Male,Quebec,Very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a week,54,"$100,000 to $ 124,999"
Male,Quebec,Not very satisfied,High school diploma or a high school equivalency certificate,"(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,45,"$125,000 and more"
Male,Quebec,Fairly satisfied,Less than high school diploma or its equivalent,"Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,58,"$50,000 to $74,999"
Female,Quebec,Not very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,40,"$100,000 to $ 124,999"
Male,Quebec,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,40,"$125,000 and more"
